Cell	Twin	Case	Sample	index.sort	Clones
X114_CD4_02_E03	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_E04	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_E05	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_E06	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_E07	114	SCNI	CSF	CD4	ND
X114_CD4_02_E08	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_E09	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_E10	114	SCNI	CSF	CD4	ND
X114_CD4_02_E11	114	SCNI	CSF	CD4	ND
X114_CD4_02_E12	114	SCNI	CSF	CD4	ND
X114_CD4_02_F01	114	SCNI	CSF	CD4	ND
X114_CD4_02_F02	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_F03	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_F04	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_F05	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_F06	114	SCNI	CSF	CD4	ND
X114_CD4_02_F07	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_F08	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_F09	114	SCNI	CSF	CD4	ND
X114_CD4_02_F10	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_F11	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_F12	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_G01	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_G02	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_G03	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_G04	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_G05	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_G06	114	SCNI	CSF	CD4	ND
X114_CD4_02_G07	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_G08	114	SCNI	CSF	CD4	ND
X114_CD4_02_G09	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_G10	114	SCNI	CSF	CD4	ND
X114_CD4_02_G11	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_G12	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_H01	114	SCNI	CSF	CD8Tcell	1
X114_CD4_02_H02	114	SCNI	CSF	Other	ND
X114_CD4_02_H03	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_H04	114	SCNI	CSF	Other	ND
X114_CD4_02_H05	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_H06	114	SCNI	CSF	Rest	ND
X114_CD4_02_H07	114	SCNI	CSF	Other	ND
X114_CD4_02_H08	114	SCNI	CSF	CD3	ND
X114_CD4_02_H09	114	SCNI	CSF	Rest	ND
X114_CD4_02_H10	114	SCNI	CSF	Bcell 	1
X114_CD4_02_H11	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_H12	114	SCNI	CSF	CD4Tcell	1
X116_CD4_A01	116	SCNI	CSF	CD4Tcell	1
X116_CD4_A02	78	SCNI	CSF	Other	ND
X116_CD4_A03	116	SCNI	CSF	CD4	ND
X116_CD4_A04	116	SCNI	CSF	CD4Tcell	1
X116_CD4_A05	78	SCNI	CSF	Other	ND
X116_CD4_A06	116	SCNI	CSF	CD4Tcell	1
X116_CD4_A07	78	SCNI	CSF	CD8Tcell	1
X116_CD4_A08	78	SCNI	CSF	Other	ND
X116_CD4_A09	116	SCNI	CSF	CD4Tcell	1
X116_CD4_A10	116	SCNI	CSF	CD4Tcell	1
X116_CD4_A11	116	SCNI	CSF	CD4Tcell	1
X116_CD4_A12	116	SCNI	CSF	CD4Tcell	1
X116_CD4_B01	116	SCNI	CSF	CD4Tcell	1
X116_CD4_B02	116	SCNI	CSF	CD4Tcell	1
X116_CD4_B03	116	SCNI	CSF	CD4Tcell	1
X116_CD4_B04	116	SCNI	CSF	CD4Tcell	1
X116_CD4_B05	78	SCNI	CSF	Other	ND
X116_CD4_B06	78	SCNI	CSF	Other	ND
X116_CD4_B07	78	SCNI	CSF	Other	ND
X116_CD4_B08	116	SCNI	CSF	CD4Tcell	1
X116_CD4_B09	116	SCNI	CSF	CD4Tcell	1
X116_CD4_B10	116	SCNI	CSF	CD4Tcell	1
X116_CD4_B11	116	SCNI	CSF	CD4Tcell	1
X116_CD4_B12	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C01	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C02	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C03	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C04	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C05	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C06	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C07	78	SCNI	CSF	Other	ND
X116_CD4_C08	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C09	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C10	78	SCNI	CSF	Other	ND
X116_CD4_C11	116	SCNI	CSF	CD4Tcell	1
X116_CD4_C12	116	SCNI	CSF	CD4Tcell	1
X116_CD4_D01	116	SCNI	CSF	CD4Tcell	2
X116_CD4_D02	116	SCNI	CSF	CD4Tcell	2
X116_CD4_D03	116	SCNI	CSF	CD4Tcell	1
X116_CD4_D04	116	SCNI	CSF	CD4Tcell	1
X116_CD4_D05	116	SCNI	CSF	CD4Tcell	2
X116_CD4_D06	78	SCNI	CSF	Other	ND
X116_CD4_D07	78	SCNI	CSF	CD8Tcell	1
X116_CD4_D08	116	SCNI	CSF	CD4Tcell	2
X116_CD4_D09	116	SCNI	CSF	CD4Tcell	1
X116_CD4_D10	78	SCNI	CSF	Other	ND
X116_CD4_D11	116	SCNI	CSF	CD4Tcell	1
X116_CD4_D12	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E01	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E02	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E03	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E04	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E05	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E06	78	SCNI	CSF	Other	ND
X116_CD4_E07	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E08	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E09	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E10	78	SCNI	CSF	Other	ND
X116_CD4_E11	116	SCNI	CSF	CD4Tcell	1
X116_CD4_E12	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F01	116	SCNI	CSF	CD4	ND
X116_CD4_F02	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F03	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F04	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F05	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F06	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F07	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F08	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F09	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F10	116	SCNI	CSF	CD4Tcell	1
X116_CD4_F11	116	SCNI	CSF	CD4Tcell	2
X116_CD4_F12	116	SCNI	CSF	CD4Tcell	1
X116_CD4_G01	116	SCNI	CSF	CD4Tcell	1
X116_CD4_G02	116	SCNI	CSF	CD4Tcell	1
X116_CD4_G03	116	SCNI	CSF	CD4Tcell	1
X116_CD4_G04	116	SCNI	CSF	CD4Tcell	1
X116_CD4_G05	116	SCNI	CSF	CD4	ND
X116_CD4_G06	78	SCNI	CSF	Other	ND
X116_CD4_G07	78	SCNI	CSF	Other	ND
X116_CD4_G08	116	SCNI	CSF	CD4Tcell	1
X116_CD4_G09	78	SCNI	CSF	CD8Tcell	1
X116_CD4_G10	78	SCNI	CSF	Other	ND
X116_CD4_G11	116	SCNI	CSF	CD4Tcell	1
X116_CD4_G12	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H01	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H02	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H03	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H04	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H05	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H06	78	SCNI	CSF	CD3	ND
X116_CD4_H07	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H08	78	SCNI	CSF	Rest	ND
X116_CD4_H09	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H10	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H11	116	SCNI	CSF	CD4Tcell	1
X116_CD4_H12	116	SCNI	CSF	CD4	ND
X116_rest_A01	116	SCNI	CSF	CD3	ND
X116_rest_A02	116	SCNI	CSF	CD8Tcell	1
X116_rest_A03	116	SCNI	CSF	CD8Tcell	1
X116_rest_A04	116	SCNI	CSF	CD8Tcell	1
X116_rest_A05	116	SCNI	CSF	CD8Tcell	1
X116_rest_A06	116	SCNI	CSF	CD8Tcell	1
X116_rest_A07	78	SCNI	CSF	CD8Tcell	1
X116_rest_A08	116	SCNI	CSF	CD3	ND
X116_rest_A09	116	SCNI	CSF	Rest	ND
X116_rest_A10	116	SCNI	CSF	CD8Tcell	1
X116_rest_A11	116	SCNI	CSF	Rest	ND
X116_rest_A12	116	SCNI	CSF	CD8Tcell	1
X116_rest_B01	116	SCNI	CSF	CD3	ND
X116_rest_B02	116	SCNI	CSF	CD3	ND
X116_rest_B03	116	SCNI	CSF	CD8Tcell	3
X116_rest_B04	116	SCNI	CSF	CD8Tcell	1
X116_rest_B05	116	SCNI	CSF	CD8Tcell	2
X116_rest_B06	116	SCNI	CSF	CD3	ND
X116_rest_B07	116	SCNI	CSF	CD8Tcell	2
X116_rest_B08	116	SCNI	CSF	Rest	ND
X116_rest_B09	116	SCNI	CSF	NK 	ND
X116_rest_B10	116	SCNI	CSF	Rest	ND
X116_rest_B11	116	SCNI	CSF	CD3	ND
X116_rest_B12	116	SCNI	CSF	CD8Tcell	1
X116_rest_C01	116	SCNI	CSF	NK 	ND
X116_rest_C02	116	SCNI	CSF	CD8Tcell	1
X116_rest_C03	116	SCNI	CSF	CD8Tcell	3
X116_rest_C04	116	SCNI	CSF	CD8Tcell	1
X116_rest_C05	78	SCNI	CSF	Other	ND
X116_rest_C06	116	SCNI	CSF	CD8Tcell	1
X116_rest_C07	116	SCNI	CSF	CD8Tcell	1
X116_rest_C08	116	SCNI	CSF	CD4Tcell	1
X116_rest_C09	116	SCNI	CSF	CD8Tcell	1
X116_rest_C10	116	SCNI	CSF	CD3	ND
X116_rest_C11	116	SCNI	CSF	CD4Tcell	1
X116_rest_C12	116	SCNI	CSF	CD3	ND
X116_rest_D01	116	SCNI	CSF	CD8Tcell	1
X116_rest_D02	116	SCNI	CSF	CD8Tcell	1
X116_rest_D03	116	SCNI	CSF	CD8Tcell	2
X116_rest_D04	116	SCNI	CSF	NK 	ND
X116_rest_D05	116	SCNI	CSF	CD8Tcell	1
X116_rest_D06	116	SCNI	CSF	CD8Tcell	1
X116_rest_D07	116	SCNI	CSF	CD8Tcell	1
X116_rest_D08	116	SCNI	CSF	NK 	ND
X116_rest_D09	116	SCNI	CSF	CD8Tcell	1
X116_rest_D10	116	SCNI	CSF	Other	ND
X116_rest_D11	116	SCNI	CSF	CD3	ND
X116_rest_D12	116	SCNI	CSF	CD8Tcell	2
X116_rest_E01	78	SCNI	CSF	CD8Tcell	1
X116_rest_E02	116	SCNI	CSF	CD8Tcell	3
X116_rest_E03	116	SCNI	CSF	CD3	ND
X116_rest_E04	116	SCNI	CSF	CD8Tcell	1
X116_rest_E05	116	SCNI	CSF	CD8Tcell	3
X116_rest_E06	116	SCNI	CSF	CD8Tcell	2
X116_rest_E07	116	SCNI	CSF	CD8Tcell	1
X116_rest_E08	116	SCNI	CSF	CD8Tcell	1
X116_rest_E09	78	SCNI	CSF	Other	ND
X116_rest_E10	116	SCNI	CSF	CD8Tcell	1
X116_rest_E11	116	SCNI	CSF	CD8Tcell	2
X116_rest_E12	116	SCNI	CSF	CD8Tcell	1
X116_rest_F01	116	SCNI	CSF	CD8Tcell	1
X116_rest_F02	116	SCNI	CSF	CD8Tcell	1
X116_rest_F03	116	SCNI	CSF	CD8Tcell	1
X116_rest_F04	116	SCNI	CSF	CD3	ND
X116_rest_F05	116	SCNI	CSF	CD8Tcell	1
X116_rest_F06	116	SCNI	CSF	CD8Tcell	1
X116_rest_F07	116	SCNI	CSF	CD8Tcell	1
X116_rest_F08	116	SCNI	CSF	CD8Tcell	1
X116_rest_F09	116	SCNI	CSF	CD3	ND
X116_rest_F10	116	SCNI	CSF	CD8Tcell	1
X116_rest_F11	116	SCNI	CSF	Other	ND
X116_rest_F12	78	SCNI	CSF	Rest	ND
X116_rest_G01	116	SCNI	CSF	CD8Tcell	1
X116_rest_G02	116	SCNI	CSF	CD4Tcell	1
X116_rest_G03	116	SCNI	CSF	Other	ND
X116_rest_G04	116	SCNI	CSF	CD3	ND
X116_rest_G05	116	SCNI	CSF	CD8Tcell	1
X116_rest_G06	116	SCNI	CSF	CD8Tcell	1
X116_rest_G07	116	SCNI	CSF	CD8Tcell	1
X116_rest_G08	116	SCNI	CSF	CD4Tcell	1
X116_rest_G09	116	SCNI	CSF	CD8Tcell	1
X116_rest_G10	116	SCNI	CSF	NK 	ND
X116_rest_G11	78	SCNI	CSF	Other	ND
X116_rest_G12	116	SCNI	CSF	Rest	ND
X116_rest_H01	78	SCNI	CSF	Other	ND
X116_rest_H02	116	SCNI	CSF	CD8Tcell	1
X116_rest_H03	116	SCNI	CSF	Bcell 	1
X116_rest_H04	116	SCNI	CSF	Other	ND
X116_rest_H05	116	SCNI	CSF	CD8Tcell	1
X116_rest_H06	116	SCNI	CSF	CD8Tcell	2
X116_rest_H07	78	SCNI	CSF	CD8Tcell	1
X116_rest_H08	116	SCNI	CSF	Other	ND
X116_rest_H09	116	SCNI	CSF	Other	ND
X116_rest_H10	116	SCNI	CSF	CD8Tcell	1
X116_rest_H11	116	SCNI	CSF	CD8Tcell	1
X116_rest_H12	78	SCNI	CSF	CD8Tcell	1
X155_01_A01	155	MS	CSF	CD8Tcell	1
X155_01_A02	155	MS	CSF	CD8Tcell	1
X155_01_A03	155	MS	CSF	Other	ND
X155_01_A04	155	MS	CSF	CD8Tcell	1
X155_01_A05	155	MS	CSF	Rest	ND
X155_01_A06	155	MS	CSF	CD4Tcell	1
X155_01_A07	155	MS	CSF	CD4Tcell	1
X155_01_A08	155	MS	CSF	NK 	ND
X155_01_A09	155	MS	CSF	CD8Tcell	1
X155_01_A10	155	MS	CSF	Rest	ND
X155_01_A11	155	MS	CSF	Rest	ND
X155_01_A12	155	MS	CSF	Rest	ND
X155_01_B01	155	MS	CSF	CD8Tcell	1
X155_01_B02	155	MS	CSF	CD4Tcell	2
X155_01_B03	155	MS	CSF	CD8Tcell	1
X155_01_B04	155	MS	CSF	CD3	ND
X155_01_B05	155	MS	CSF	CD8Tcell	1
X155_01_B06	155	MS	CSF	CD4Tcell	1
X155_01_B07	155	MS	CSF	CD8Tcell	1
X155_01_B08	155	MS	CSF	CD8Tcell	1
X155_01_B09	155	MS	CSF	CD3	ND
X155_01_B10	156	SCNI	CSF	CD4Tcell	1
X155_01_B11	155	MS	CSF	Rest	ND
X155_01_B12	155	MS	CSF	CD8Tcell	1
X155_01_C01	155	MS	CSF	CD8Tcell	1
X155_01_C02	155	MS	CSF	CD8Tcell	1
X155_01_C03	155	MS	CSF	CD8Tcell	1
X155_01_C04	155	MS	CSF	CD8Tcell	3
X155_01_C05	155	MS	CSF	CD4Tcell	1
X155_01_C06	155	MS	CSF	Rest	ND
X155_01_C07	155	MS	CSF	CD3	ND
X155_01_C08	156	SCNI	CSF	CD4	ND
X155_01_C09	155	MS	CSF	CD8Tcell	3
X155_01_C10	155	MS	CSF	CD8Tcell	3
X155_01_C11	155	MS	CSF	CD8Tcell	1
X155_01_C12	155	MS	CSF	CD8Tcell	3
X155_01_D01	155	MS	CSF	Rest	ND
X155_01_D02	155	MS	CSF	Rest	ND
X155_01_D03	155	MS	CSF	Other	ND
X155_01_D04	155	MS	CSF	CD3	ND
X155_01_D05	155	MS	CSF	Rest	ND
X155_01_D06	155	MS	CSF	CD3	ND
X155_01_D07	155	MS	CSF	CD4Tcell	1
X155_01_D08	155	MS	CSF	CD8Tcell	1
X155_01_D09	155	MS	CSF	CD4Tcell	1
X155_01_D10	156	SCNI	CSF	CD4Tcell	1
X155_01_D11	155	MS	CSF	CD8Tcell	1
X155_01_D12	155	MS	CSF	CD8Tcell	1
X155_01_E01	155	MS	CSF	CD8Tcell	1
X155_01_E02	155	MS	CSF	Rest	ND
X155_01_E03	155	MS	CSF	Rest	ND
X155_01_E04	155	MS	CSF	Rest	ND
X155_01_E05	155	MS	CSF	CD4	ND
X155_01_E06	155	MS	CSF	Rest	ND
X155_01_E07	156	SCNI	CSF	CD4	ND
X155_01_E08	155	MS	CSF	Rest	1
X155_01_E09	155	MS	CSF	CD4Tcell	1
X155_01_E10	155	MS	CSF	CD4Tcell	1
X155_01_E11	155	MS	CSF	NK 	ND
X155_01_E12	155	MS	CSF	CD4Tcell	1
X155_01_F01	155	MS	CSF	Rest	ND
X155_01_F02	155	MS	CSF	Rest	ND
X155_01_F03	155	MS	CSF	Rest	ND
X155_01_F04	155	MS	CSF	Rest	ND
X155_01_F05	155	MS	CSF	Rest	ND
X155_01_F06	155	MS	CSF	CD3	ND
X155_01_F07	155	MS	CSF	CD3	ND
X155_01_F08	155	MS	CSF	Rest	1
X155_01_F09	155	MS	CSF	CD8Tcell	3
X155_01_F10	155	MS	CSF	CD8Tcell	1
X155_01_F11	155	MS	CSF	CD8Tcell	3
X155_01_F12	155	MS	CSF	Rest	ND
X155_01_G01	155	MS	CSF	CD3	ND
X155_01_G02	155	MS	CSF	Rest	ND
X155_01_G03	155	MS	CSF	CD4Tcell	1
X155_01_G04	155	MS	CSF	Rest	ND
X155_01_G05	155	MS	CSF	Rest	ND
X155_01_G06	155	MS	CSF	Rest	ND
X155_01_G07	156	SCNI	CSF	CD4Tcell	1
X155_01_G08	155	MS	CSF	CD4Tcell	1
X155_01_G09	156	SCNI	CSF	CD4Tcell	1
X155_01_G10	156	SCNI	CSF	CD4Tcell	1
X155_01_G11	155	MS	CSF	CD4Tcell	1
X155_01_G12	155	MS	CSF	CD8Tcell	1
X155_01_H01	155	MS	CSF	Other	ND
X155_01_H02	155	MS	CSF	CD8Tcell	1
X155_01_H03	155	MS	CSF	CD8Tcell	3
X155_01_H04	155	MS	CSF	Rest	ND
X155_01_H05	155	MS	CSF	CD8Tcell	3
X155_01_H06	155	MS	CSF	Rest	ND
X155_01_H07	155	MS	CSF	Rest	ND
X155_01_H08	155	MS	CSF	CD8Tcell	1
X155_01_H09	155	MS	CSF	CD8Tcell	1
X155_01_H10	155	MS	CSF	CD8Tcell	3
X155_01_H11	155	MS	CSF	CD4Tcell	1
X156_01_A01	156	SCNI	CSF	NK 	ND
X156_01_A02	156	SCNI	CSF	CD8Tcell	1
X156_01_A03	156	SCNI	CSF	Rest	ND
X156_01_A04	156	SCNI	CSF	CD3	ND
X156_01_A05	156	SCNI	CSF	Bcell 	1
X156_01_A06	156	SCNI	CSF	NK 	ND
X156_01_A07	155	MS	CSF	CD4Tcell	1
X156_01_A08	156	SCNI	CSF	Other	ND
X156_01_A09	156	SCNI	CSF	Rest	ND
X156_01_A10	156	SCNI	CSF	Other	ND
X156_01_A11	156	SCNI	CSF	CD8Tcell	1
X156_01_A12	156	SCNI	CSF	CD8Tcell	1
X156_01_B01	156	SCNI	CSF	Rest	ND
X156_01_B02	156	SCNI	CSF	CD8Tcell	1
X156_01_B03	156	SCNI	CSF	CD8Tcell	1
X156_01_B04	156	SCNI	CSF	Rest	ND
X156_01_B05	155	MS	CSF	CD4Tcell	1
X156_01_B06	156	SCNI	CSF	CD8Tcell	1
X156_01_B07	156	SCNI	CSF	CD8Tcell	1
X156_01_B08	155	MS	CSF	CD4Tcell	1
X156_01_B09	156	SCNI	CSF	CD8Tcell	1
X156_01_B10	156	SCNI	CSF	Bcell 	1
X156_01_B11	156	SCNI	CSF	NK 	ND
X156_01_B12	156	SCNI	CSF	CD8Tcell	1
X156_01_C01	156	SCNI	CSF	Other	ND
X156_01_C02	156	SCNI	CSF	Rest	ND
X156_01_C03	156	SCNI	CSF	CD4Tcell	1
X156_01_C04	156	SCNI	CSF	CD3	ND
X156_01_C05	156	SCNI	CSF	CD4Tcell	2
X156_01_C06	156	SCNI	CSF	CD4Tcell	1
X156_01_C07	156	SCNI	CSF	CD4Tcell	1
X156_01_C08	156	SCNI	CSF	CD3	ND
X156_01_C09	156	SCNI	CSF	CD3	ND
X156_01_C10	156	SCNI	CSF	CD3	ND
X156_01_C11	156	SCNI	CSF	Other	ND
X156_01_C12	156	SCNI	CSF	Rest	ND
X156_01_D01	156	SCNI	CSF	CD4Tcell	1
X156_01_D02	156	SCNI	CSF	Rest	ND
X156_01_D03	156	SCNI	CSF	Rest	ND
X156_01_D04	156	SCNI	CSF	Rest	ND
X156_01_D05	156	SCNI	CSF	CD4Tcell	2
X156_01_D06	156	SCNI	CSF	CD8Tcell	1
X156_01_D07	156	SCNI	CSF	CD8Tcell	1
X156_01_D08	156	SCNI	CSF	CD8Tcell	1
X156_01_D09	156	SCNI	CSF	CD3	ND
X156_01_D10	156	SCNI	CSF	CD8Tcell	1
X156_01_D11	156	SCNI	CSF	CD8Tcell	1
X156_01_D12	156	SCNI	CSF	CD3	ND
X156_01_E01	156	SCNI	CSF	CD3	ND
X156_01_E02	156	SCNI	CSF	Rest	ND
X156_01_E03	156	SCNI	CSF	CD3	ND
X156_01_E04	156	SCNI	CSF	NK 	ND
X156_01_E05	156	SCNI	CSF	CD3	ND
X156_01_E06	156	SCNI	CSF	NK 	ND
X156_01_E07	156	SCNI	CSF	NK 	ND
X156_01_E08	156	SCNI	CSF	Other	ND
X156_01_E09	156	SCNI	CSF	CD8Tcell	1
X156_01_E10	155	MS	CSF	CD4	ND
X156_01_E11	155	MS	CSF	CD4Tcell	1
X156_01_E12	156	SCNI	CSF	Rest	ND
X156_01_F01	156	SCNI	CSF	CD3	ND
X156_01_F02	156	SCNI	CSF	Rest	ND
X156_01_F03	156	SCNI	CSF	CD8Tcell	1
X156_01_F04	156	SCNI	CSF	CD3	ND
X156_01_F05	156	SCNI	CSF	CD8Tcell	1
X156_01_F06	156	SCNI	CSF	NK 	ND
X156_01_F07	156	SCNI	CSF	CD8Tcell	2
X156_01_F08	156	SCNI	CSF	NK 	ND
X156_01_F09	156	SCNI	CSF	Other	ND
X156_01_F10	155	MS	CSF	CD4	ND
X156_01_F11	156	SCNI	CSF	CD4Tcell	1
X156_01_F12	156	SCNI	CSF	CD4Tcell	1
X156_01_G01	156	SCNI	CSF	CD8Tcell	2
X156_01_G02	156	SCNI	CSF	Other	ND
X156_01_G03	156	SCNI	CSF	Rest	ND
X156_01_G04	156	SCNI	CSF	Other	ND
X156_01_G05	156	SCNI	CSF	Other	ND
X156_01_G06	156	SCNI	CSF	CD8Tcell	1
X156_01_G07	156	SCNI	CSF	Rest	ND
X156_01_G08	156	SCNI	CSF	CD8Tcell	1
X156_01_G09	156	SCNI	CSF	CD8Tcell	2
X156_01_G10	156	SCNI	CSF	CD4Tcell	1
X156_01_G11	156	SCNI	CSF	CD4Tcell	1
X156_01_G12	155	MS	CSF	CD4	ND
X156_01_H01	155	MS	CSF	CD4Tcell	1
X156_01_H02	155	MS	CSF	CD4Tcell	1
X156_01_H03	156	SCNI	CSF	CD4	ND
X156_01_H04	156	SCNI	CSF	CD4Tcell	1
X156_01_H05	156	SCNI	CSF	CD4Tcell	2
X156_01_H06	156	SCNI	CSF	CD4Tcell	1
X156_01_H07	155	MS	CSF	CD4Tcell	1
X156_01_H08	155	MS	CSF	CD4Tcell	1
X156_01_H09	156	SCNI	CSF	CD4Tcell	1
X156_01_H10	156	SCNI	CSF	CD4Tcell	1
X156_01_H11	156	SCNI	CSF	CD4Tcell	1
X156_01_H12	156	SCNI	CSF	CD4Tcell	2
X156_Rest_01_A01	156	SCNI	CSF	Rest	2
X156_Rest_01_A02	156	SCNI	CSF	NK 	ND
X156_Rest_01_A03	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_A04	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_A05	155	MS	CSF	CD4	ND
X156_Rest_01_A06	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_A07	156	SCNI	CSF	Rest	ND
X156_Rest_01_A08	156	SCNI	CSF	Rest	ND
X156_Rest_01_A09	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_A10	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_A11	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_A12	156	SCNI	CSF	Rest	ND
X156_Rest_01_B01	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_B02	156	SCNI	CSF	Rest	ND
X156_Rest_01_B03	156	SCNI	CSF	Rest	ND
X156_Rest_01_B04	156	SCNI	CSF	NK 	ND
X156_Rest_01_B05	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_B06	156	SCNI	CSF	CD4Tcell	1
X156_Rest_01_B07	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_B08	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_B09	156	SCNI	CSF	CD4Tcell	1
X156_Rest_01_B10	156	SCNI	CSF	CD8Tcell	2
X156_Rest_01_B11	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_B12	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_C01	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_C02	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_C03	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_C04	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_C05	155	MS	CSF	CD4	ND
X156_Rest_01_C06	156	SCNI	CSF	CD8Tcell	2
X156_Rest_01_C07	156	SCNI	CSF	Bcell 	1
X156_Rest_01_C08	156	SCNI	CSF	CD8Tcell	2
X156_Rest_01_C09	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_C10	156	SCNI	CSF	NK 	ND
X156_Rest_01_C11	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_C12	156	SCNI	CSF	Rest	ND
X156_Rest_01_D01	156	SCNI	CSF	Other	ND
X156_Rest_01_D02	156	SCNI	CSF	Other	ND
X156_Rest_01_D03	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_D04	156	SCNI	CSF	CD8Tcell	2
X156_Rest_01_D05	155	MS	CSF	CD4	ND
X156_Rest_01_D06	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_D07	156	SCNI	CSF	NK 	ND
X156_Rest_01_D08	156	SCNI	CSF	NK 	ND
X156_Rest_01_D09	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_D10	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_D11	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_D12	156	SCNI	CSF	Other	ND
X156_Rest_01_E01	156	SCNI	CSF	Other	ND
X156_Rest_01_E02	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_E03	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_E04	156	SCNI	CSF	CD4Tcell	1
X156_Rest_01_E05	156	SCNI	CSF	NK 	ND
X156_Rest_01_E06	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_E07	156	SCNI	CSF	CD4Tcell	1
X156_Rest_01_E08	156	SCNI	CSF	CD8Tcell	1
